Filename,Commercial PLA
47.89,52.35,-0.198
47.90,52.36,-0.198
47.90,52.38,-0.198
47.90,52.40,-0.198
47.90,52.41,-0.198
47.90,52.43,-0.198
47.91,52.45,-0.198
47.91,52.46,-0.199
47.91,52.48,-0.199
47.91,52.50,-0.199
47.91,52.51,-0.199
47.91,52.53,-0.199
47.91,52.55,-0.199
47.92,52.56,-0.199
47.92,52.58,-0.200
47.92,52.60,-0.200
47.92,52.61,-0.200
47.92,52.63,-0.200
47.93,52.64,-0.200
47.93,52.66,-0.200
47.93,52.68,-0.200
47.93,52.69,-0.200
47.93,52.71,-0.200
47.93,52.73,-0.201
47.94,52.74,-0.201
47.94,52.76,-0.201
47.94,52.78,-0.201
47.94,52.79,-0.201
47.94,52.81,-0.202
47.94,52.83,-0.202
47.94,52.84,-0.202
47.95,52.86,-0.202
47.95,52.88,-0.202
47.95,52.89,-0.202
47.95,52.91,-0.202
47.95,52.93,-0.202
47.96,52.94,-0.203
47.96,52.96,-0.203
47.96,52.97,-0.203
47.96,52.99,-0.203
47.96,53.01,-0.203
47.96,53.03,-0.204
47.96,53.04,-0.204
47.97,53.06,-0.204
47.97,53.08,-0.204
47.97,53.09,-0.204
47.97,53.11,-0.204
47.97,53.12,-0.205
47.98,53.14,-0.205
47.98,53.16,-0.205
47.98,53.17,-0.205
47.98,53.19,-0.205
47.98,53.21,-0.206
47.98,53.22,-0.206
47.99,53.24,-0.206
47.99,53.26,-0.206
47.99,53.27,-0.206
47.99,53.29,-0.206
47.99,53.31,-0.206
47.99,53.32,-0.206
47.99,53.34,-0.207
48.00,53.36,-0.207
48.00,53.37,-0.207
48.00,53.39,-0.207
48.00,53.41,-0.207
48.00,53.42,-0.208
48.01,53.44,-0.208
48.01,53.46,-0.208
48.01,53.47,-0.208
48.01,53.49,-0.208
48.01,53.51,-0.209
48.01,53.52,-0.209
48.01,53.54,-0.209
48.02,53.55,-0.209
48.02,53.57,-0.209
48.02,53.59,-0.209
48.02,53.60,-0.210
48.02,53.62,-0.210
48.03,53.64,-0.210
48.03,53.65,-0.210
48.03,53.67,-0.211
48.03,53.69,-0.211
48.03,53.70,-0.211
48.03,53.72,-0.211
48.04,53.74,-0.212
48.04,53.75,-0.212
48.04,53.77,-0.212
48.04,53.79,-0.212
48.04,53.80,-0.212
48.04,53.82,-0.213
48.04,53.84,-0.213
48.05,53.85,-0.213
48.05,53.87,-0.213
48.05,53.88,-0.213
48.05,53.90,-0.213
48.05,53.92,-0.214
48.06,53.93,-0.214
48.06,53.95,-0.214
48.06,53.97,-0.214
48.06,53.98,-0.215
48.06,54.00,-0.215
48.06,54.02,-0.215
48.06,54.03,-0.215
48.07,54.05,-0.215
48.07,54.07,-0.216
48.07,54.08,-0.216
48.07,54.10,-0.216
48.07,54.12,-0.217
48.08,54.13,-0.217
48.08,54.15,-0.217
48.08,54.17,-0.217
48.08,54.18,-0.217
48.08,54.20,-0.217
48.08,54.22,-0.218
48.09,54.23,-0.218
48.09,54.25,-0.218
48.09,54.26,-0.219
48.09,54.28,-0.219
48.09,54.30,-0.219
48.09,54.31,-0.219
48.09,54.33,-0.220
48.10,54.35,-0.220
48.10,54.36,-0.220
48.10,54.38,-0.220
48.10,54.40,-0.220
48.10,54.41,-0.221
48.11,54.43,-0.221
48.11,54.45,-0.222
48.11,54.46,-0.222
48.11,54.48,-0.222
48.11,54.49,-0.222
48.11,54.51,-0.223
48.11,54.53,-0.223
48.12,54.54,-0.223
48.12,54.56,-0.223
48.12,54.58,-0.223
48.12,54.59,-0.224
48.12,54.61,-0.224
48.13,54.63,-0.224
48.13,54.64,-0.225
48.13,54.66,-0.225
48.13,54.68,-0.225
48.13,54.69,-0.226
48.13,54.71,-0.226
48.14,54.73,-0.226
48.14,54.74,-0.226
48.14,54.76,-0.227
48.14,54.77,-0.227
48.14,54.79,-0.227
48.14,54.81,-0.227
48.14,54.82,-0.228
48.15,54.84,-0.228
48.15,54.86,-0.228
48.15,54.87,-0.228
48.15,54.89,-0.229
48.15,54.91,-0.229
48.16,54.92,-0.230
48.16,54.94,-0.230
48.16,54.96,-0.230
48.16,54.97,-0.230
48.16,54.99,-0.231
48.16,55.00,-0.231
48.16,55.02,-0.231
48.17,55.04,-0.232
48.17,55.05,-0.232
48.17,55.07,-0.232
48.17,55.09,-0.233
48.17,55.10,-0.233
48.18,55.12,-0.233
48.18,55.14,-0.233
48.18,55.15,-0.234
48.18,55.17,-0.234
48.18,55.18,-0.234
48.18,55.20,-0.235
48.19,55.22,-0.235
48.19,55.24,-0.235
48.19,55.25,-0.236
48.19,55.27,-0.236
48.19,55.28,-0.237
48.19,55.30,-0.237
48.19,55.32,-0.237
48.20,55.33,-0.238
48.20,55.35,-0.238
48.20,55.37,-0.238
48.20,55.38,-0.238
48.20,55.40,-0.239
48.21,55.42,-0.239
48.21,55.43,-0.239
48.21,55.45,-0.240
48.21,55.46,-0.240
48.21,55.48,-0.240
48.21,55.50,-0.241
48.21,55.51,-0.241
48.22,55.53,-0.242
48.22,55.55,-0.242
48.22,55.56,-0.242
48.22,55.58,-0.242
48.22,55.60,-0.243
48.23,55.61,-0.243
48.23,55.63,-0.243
48.23,55.65,-0.244
48.23,55.66,-0.244
48.23,55.68,-0.244
48.23,55.69,-0.245
48.24,55.71,-0.245
48.24,55.73,-0.246
48.24,55.74,-0.246
48.24,55.76,-0.246
48.24,55.78,-0.247
48.24,55.79,-0.247
48.24,55.81,-0.247
48.25,55.83,-0.248
48.25,55.84,-0.248
48.25,55.86,-0.248
48.25,55.87,-0.249
48.25,55.89,-0.249
48.26,55.91,-0.249
48.26,55.92,-0.250
48.26,55.94,-0.250
48.26,55.96,-0.250
48.26,55.97,-0.251
48.26,55.99,-0.251
48.26,56.01,-0.252
48.27,56.02,-0.252
48.27,56.04,-0.252
48.27,56.06,-0.253
48.27,56.07,-0.253
48.27,56.09,-0.253
48.28,56.10,-0.254
48.28,56.12,-0.254
48.28,56.14,-0.254
48.28,56.15,-0.255
48.28,56.17,-0.255
48.28,56.19,-0.255
48.29,56.20,-0.256
48.29,56.22,-0.256
48.29,56.23,-0.257
48.29,56.25,-0.257
48.29,56.27,-0.257
48.29,56.29,-0.258
48.29,56.30,-0.258
48.30,56.32,-0.258
48.30,56.33,-0.259
48.30,56.35,-0.259
48.30,56.37,-0.259
48.30,56.38,-0.260
48.31,56.40,-0.260
48.31,56.42,-0.261
48.31,56.43,-0.261
48.31,56.45,-0.261
48.31,56.46,-0.262
48.31,56.48,-0.262
48.31,56.50,-0.262
48.32,56.51,-0.263
48.32,56.53,-0.263
48.32,56.55,-0.263
48.32,56.56,-0.264
48.32,56.58,-0.264
48.33,56.60,-0.264
48.33,56.61,-0.265
48.33,56.63,-0.265
48.33,56.64,-0.266
48.33,56.66,-0.266
48.33,56.68,-0.266
48.34,56.69,-0.267
48.34,56.71,-0.267
48.34,56.73,-0.267
48.34,56.74,-0.267
48.34,56.76,-0.268
48.34,56.78,-0.268
48.34,56.79,-0.268
48.35,56.81,-0.269
48.35,56.82,-0.269
48.35,56.84,-0.269
48.35,56.86,-0.270
48.35,56.87,-0.270
48.36,56.89,-0.271
48.36,56.91,-0.271
48.36,56.92,-0.271
48.36,56.94,-0.271
48.36,56.96,-0.272
48.36,56.97,-0.272
48.36,56.99,-0.272
48.37,57.01,-0.273
48.37,57.02,-0.273
48.37,57.04,-0.273
48.37,57.06,-0.274
48.37,57.07,-0.274
48.38,57.09,-0.274
48.38,57.10,-0.274
48.38,57.12,-0.275
48.38,57.14,-0.275
48.38,57.15,-0.275
48.38,57.17,-0.276
48.39,57.19,-0.276
48.39,57.20,-0.276
48.39,57.22,-0.276
48.39,57.24,-0.277
48.39,57.25,-0.277
48.39,57.27,-0.277
48.39,57.28,-0.278
48.40,57.30,-0.278
48.40,57.32,-0.278
48.40,57.33,-0.278
48.40,57.35,-0.279
48.40,57.37,-0.279
48.41,57.38,-0.279
48.41,57.40,-0.279
48.41,57.42,-0.280
48.41,57.43,-0.280
48.41,57.45,-0.280
48.41,57.47,-0.280
48.41,57.48,-0.281
48.42,57.50,-0.281
48.42,57.52,-0.281
48.42,57.53,-0.281
48.42,57.55,-0.282
48.42,57.57,-0.282
48.43,57.58,-0.282
48.43,57.60,-0.282
48.43,57.61,-0.282
48.43,57.63,-0.283
48.43,57.65,-0.283
48.43,57.66,-0.283
48.44,57.68,-0.283
48.44,57.70,-0.283
48.44,57.71,-0.283
48.44,57.73,-0.284
48.44,57.75,-0.284
48.44,57.76,-0.284
48.44,57.78,-0.284
48.45,57.80,-0.284
48.45,57.81,-0.285
48.45,57.83,-0.285
48.45,57.85,-0.285
48.45,57.86,-0.285
48.46,57.88,-0.285
48.46,57.89,-0.285
48.46,57.91,-0.285
48.46,57.93,-0.285
48.46,57.94,-0.286
48.46,57.96,-0.286
48.46,57.98,-0.286
48.47,57.99,-0.286
48.47,58.01,-0.286
48.47,58.03,-0.286
48.47,58.04,-0.286
48.47,58.06,-0.286
48.48,58.08,-0.287
48.48,58.09,-0.287
48.48,58.11,-0.287
48.48,58.13,-0.287
48.48,58.14,-0.287
48.48,58.16,-0.287
48.49,58.18,-0.287
48.49,58.19,-0.287
48.49,58.21,-0.287
48.49,58.23,-0.287
48.49,58.24,-0.287
48.49,58.26,-0.287
48.49,58.28,-0.287
48.50,58.29,-0.287
48.50,58.31,-0.288
48.50,58.32,-0.288
48.50,58.34,-0.288
48.50,58.36,-0.288
48.51,58.37,-0.288
48.51,58.39,-0.288
48.51,58.41,-0.288
48.51,58.42,-0.288
48.51,58.44,-0.288
48.51,58.46,-0.288
48.51,58.47,-0.288
48.52,58.49,-0.288
48.52,58.51,-0.288
48.52,58.52,-0.288
48.52,58.54,-0.288
48.52,58.56,-0.288
48.53,58.57,-0.288
48.53,58.59,-0.288
48.53,58.61,-0.288
48.53,58.62,-0.288
48.53,58.64,-0.288
48.53,58.66,-0.288
48.54,58.67,-0.288
48.54,58.69,-0.288
48.54,58.71,-0.288
48.54,58.72,-0.288
48.54,58.74,-0.288
48.54,58.76,-0.288
48.54,58.77,-0.288
48.55,58.79,-0.288
48.55,58.81,-0.288
48.55,58.82,-0.288
48.55,58.84,-0.288
48.55,58.86,-0.288
48.56,58.87,-0.288
48.56,58.89,-0.288
48.56,58.91,-0.288
48.56,58.92,-0.288
48.56,58.94,-0.288
48.56,58.96,-0.288
48.56,58.97,-0.288
48.57,58.99,-0.288
48.57,59.01,-0.288
48.57,59.02,-0.288
48.57,59.04,-0.288
48.57,59.06,-0.288
48.58,59.07,-0.288
48.58,59.09,-0.288
48.58,59.11,-0.288
48.58,59.12,-0.288
48.58,59.14,-0.288
48.58,59.16,-0.288
48.59,59.17,-0.288
48.59,59.19,-0.288
48.59,59.21,-0.288
48.59,59.22,-0.287
48.59,59.24,-0.287
48.59,59.26,-0.287
48.59,59.27,-0.287
48.60,59.29,-0.287
48.60,59.31,-0.287
48.60,59.33,-0.287
48.60,59.34,-0.287
48.60,59.36,-0.287
48.61,59.38,-0.287
48.61,59.39,-0.287
48.61,59.41,-0.287
48.61,59.43,-0.287
48.61,59.44,-0.286
48.61,59.46,-0.286
48.61,59.48,-0.286
48.62,59.49,-0.286
48.62,59.51,-0.286
48.62,59.53,-0.286
48.62,59.54,-0.286
48.62,59.56,-0.285
48.63,59.58,-0.285
48.63,59.59,-0.285
48.63,59.61,-0.285
48.63,59.63,-0.285
48.63,59.64,-0.285
48.63,59.66,-0.285
48.64,59.68,-0.284
48.64,59.69,-0.284
48.64,59.71,-0.284
48.64,59.73,-0.284
48.64,59.74,-0.284
48.64,59.76,-0.284
48.64,59.78,-0.284
48.65,59.79,-0.283
48.65,59.81,-0.283
48.65,59.83,-0.283
48.65,59.84,-0.283
48.65,59.86,-0.283
48.66,59.88,-0.282
48.66,59.89,-0.282
48.66,59.91,-0.282
48.66,59.93,-0.282
48.66,59.94,-0.282
48.66,59.96,-0.282
48.66,59.98,-0.282
48.67,60.00,-0.281
48.67,60.01,-0.281
48.67,60.03,-0.281
48.67,60.05,-0.281
48.67,60.06,-0.281
48.68,60.08,-0.281
48.68,60.10,-0.281
48.68,60.11,-0.281
48.68,60.13,-0.280
48.68,60.15,-0.280
48.68,60.16,-0.280
48.69,60.18,-0.280
48.69,60.20,-0.280
48.69,60.21,-0.280
48.69,60.23,-0.280
48.69,60.25,-0.279
48.69,60.26,-0.279
48.69,60.28,-0.279
48.70,60.30,-0.279
48.70,60.31,-0.279
48.70,60.33,-0.279
48.70,60.35,-0.279
48.70,60.36,-0.278
48.71,60.38,-0.278
48.71,60.40,-0.278
48.71,60.41,-0.278
48.71,60.43,-0.278
48.71,60.45,-0.278
48.71,60.47,-0.278
48.71,60.48,-0.278
48.72,60.50,-0.277
48.72,60.52,-0.277
48.72,60.53,-0.277
48.72,60.55,-0.277
48.72,60.57,-0.277
48.73,60.58,-0.277
48.73,60.60,-0.277
48.73,60.62,-0.276
48.73,60.63,-0.276
48.73,60.65,-0.276
48.73,60.67,-0.276
48.74,60.68,-0.276
48.74,60.70,-0.276
48.74,60.72,-0.276
48.74,60.73,-0.276
48.74,60.75,-0.276
48.74,60.77,-0.276
48.74,60.78,-0.275
48.75,60.80,-0.275
48.75,60.82,-0.275
48.75,60.83,-0.275
48.75,60.85,-0.275
48.75,60.87,-0.275
48.76,60.88,-0.275
48.76,60.90,-0.275
48.76,60.92,-0.275
48.76,60.93,-0.275
48.76,60.95,-0.275
48.76,60.97,-0.274
48.76,60.98,-0.274
48.77,61.00,-0.274
48.77,61.02,-0.274
48.77,61.04,-0.274
48.77,61.05,-0.274
48.77,61.07,-0.274
48.78,61.09,-0.274
48.78,61.10,-0.274
48.78,61.12,-0.274
48.78,61.13,-0.273
48.78,61.15,-0.273
48.78,61.17,-0.273
48.79,61.19,-0.273
48.79,61.20,-0.273
48.79,61.22,-0.273
48.79,61.24,-0.273
48.79,61.25,-0.273
48.79,61.27,-0.273
48.79,61.29,-0.273
48.80,61.30,-0.273
48.80,61.32,-0.272
48.80,61.34,-0.272
48.80,61.35,-0.272
48.80,61.37,-0.272
48.81,61.39,-0.272
48.81,61.40,-0.272
48.81,61.42,-0.272
48.81,61.44,-0.272
48.81,61.45,-0.272
48.81,61.47,-0.272
48.81,61.49,-0.272
48.82,61.51,-0.272
48.82,61.52,-0.272
48.82,61.54,-0.272
48.82,61.56,-0.272
48.82,61.57,-0.271
48.83,61.59,-0.271
48.83,61.60,-0.271
48.83,61.62,-0.271
48.83,61.64,-0.271
48.83,61.66,-0.271
48.83,61.67,-0.271
48.84,61.69,-0.271
48.84,61.71,-0.271
48.84,61.72,-0.271
48.84,61.74,-0.271
48.84,61.76,-0.271
48.84,61.77,-0.271
48.84,61.79,-0.271
48.85,61.80,-0.271
48.85,61.82,-0.271
48.85,61.84,-0.271
48.85,61.86,-0.271
48.85,61.87,-0.271
48.86,61.89,-0.270
48.86,61.91,-0.270
48.86,61.92,-0.270
48.86,61.94,-0.270
48.86,61.96,-0.270
48.86,61.97,-0.270
48.86,61.99,-0.270
48.87,62.01,-0.270
48.87,62.02,-0.270
48.87,62.04,-0.270
48.87,62.06,-0.270
48.87,62.07,-0.270
48.88,62.09,-0.270
48.88,62.11,-0.270
48.88,62.12,-0.270
48.88,62.14,-0.270
48.88,62.16,-0.270
48.88,62.17,-0.270
48.89,62.19,-0.270
48.89,62.21,-0.269
48.89,62.22,-0.269
48.89,62.24,-0.269
48.89,62.26,-0.269
48.89,62.27,-0.269
48.89,62.29,-0.269
48.90,62.31,-0.269
48.90,62.32,-0.269
48.90,62.34,-0.269
48.90,62.36,-0.269
48.90,62.37,-0.269
48.91,62.39,-0.269
48.91,62.41,-0.269
48.91,62.42,-0.269
48.91,62.44,-0.269
48.91,62.46,-0.269
48.91,62.47,-0.269
48.91,62.49,-0.269
48.92,62.51,-0.269
48.92,62.52,-0.269
48.92,62.54,-0.269
48.92,62.56,-0.269
48.92,62.57,-0.269
48.93,62.59,-0.269
48.93,62.61,-0.269
48.93,62.62,-0.269
48.93,62.64,-0.269
48.93,62.66,-0.269
48.93,62.68,-0.269
48.94,62.69,-0.268
48.94,62.71,-0.268
48.94,62.73,-0.268
48.94,62.74,-0.268
48.94,62.76,-0.268
48.94,62.78,-0.268
48.94,62.79,-0.268
48.95,62.81,-0.268
48.95,62.83,-0.268
48.95,62.84,-0.268
48.95,62.86,-0.268
48.95,62.88,-0.268
48.96,62.89,-0.268
48.96,62.91,-0.268
48.96,62.93,-0.268
48.96,62.94,-0.268
48.96,62.96,-0.268
48.96,62.98,-0.268
48.96,62.99,-0.268
48.97,63.01,-0.268
48.97,63.03,-0.268
48.97,63.04,-0.268
48.97,63.06,-0.268
48.97,63.08,-0.268
48.98,63.09,-0.268
48.98,63.11,-0.268
48.98,63.13,-0.268
48.98,63.14,-0.268
48.98,63.16,-0.268
48.98,63.18,-0.268
48.99,63.19,-0.268
48.99,63.21,-0.268
48.99,63.23,-0.268
48.99,63.24,-0.268
48.99,63.26,-0.268
48.99,63.28,-0.268
48.99,63.29,-0.268
49.00,63.31,-0.268
49.00,63.33,-0.268
49.00,63.34,-0.268
49.00,63.36,-0.268
49.00,63.38,-0.268
49.01,63.39,-0.268
49.01,63.41,-0.268
49.01,63.43,-0.268
49.01,63.44,-0.268
49.01,63.46,-0.268
49.01,63.48,-0.268
49.01,63.49,-0.268
49.02,63.51,-0.268
49.02,63.53,-0.268
49.02,63.54,-0.268
49.02,63.56,-0.267
49.02,63.58,-0.267
49.03,63.59,-0.267
49.03,63.61,-0.267
49.03,63.63,-0.267
49.03,63.65,-0.267
49.03,63.66,-0.267
49.03,63.68,-0.267
49.04,63.69,-0.267
49.04,63.71,-0.267
49.04,63.73,-0.267
49.04,63.74,-0.267
49.04,63.76,-0.267
49.04,63.78,-0.267
49.04,63.80,-0.267
49.05,63.81,-0.267
49.05,63.83,-0.267
49.05,63.84,-0.267
49.05,63.86,-0.267
49.05,63.88,-0.267
49.06,63.90,-0.267
49.06,63.91,-0.267
49.06,63.93,-0.267
49.06,63.95,-0.267
49.06,63.96,-0.267
49.06,63.98,-0.267
49.06,64.00,-0.267
49.07,64.01,-0.267
49.07,64.03,-0.267
49.07,64.05,-0.267
49.07,64.06,-0.267
49.07,64.08,-0.267
49.08,64.10,-0.267
49.08,64.11,-0.267
49.08,64.13,-0.267
49.08,64.15,-0.267
49.08,64.16,-0.267
49.08,64.18,-0.267
49.09,64.20,-0.267
49.09,64.21,-0.267
49.09,64.23,-0.267
49.09,64.25,-0.267
49.09,64.26,-0.267
49.09,64.28,-0.267
49.09,64.30,-0.267
49.10,64.31,-0.267
49.10,64.33,-0.267
49.10,64.35,-0.267
49.10,64.36,-0.267
49.10,64.38,-0.267
49.11,64.40,-0.267
49.11,64.41,-0.267
49.11,64.43,-0.267
49.11,64.45,-0.267
49.11,64.46,-0.267
49.11,64.48,-0.267
49.11,64.49,-0.267
49.12,64.51,-0.267
49.12,64.53,-0.267
49.12,64.55,-0.267
49.12,64.56,-0.267
49.12,64.58,-0.267
49.13,64.60,-0.267
49.13,64.61,-0.267
49.13,64.63,-0.267
49.13,64.65,-0.267
49.13,64.66,-0.267
49.13,64.68,-0.267
49.14,64.70,-0.267
49.14,64.71,-0.267
49.14,64.73,-0.267
49.14,64.75,-0.267
49.14,64.76,-0.267
49.14,64.78,-0.267
49.14,64.80,-0.267
49.15,64.81,-0.267
49.15,64.83,-0.267
49.15,64.85,-0.267
49.15,64.86,-0.267
49.15,64.88,-0.267
49.16,64.90,-0.267
49.16,64.91,-0.267
49.16,64.93,-0.267
49.16,64.95,-0.267
49.16,64.96,-0.267
49.16,64.98,-0.267
49.16,65.00,-0.267
49.17,65.01,-0.267
49.17,65.03,-0.267
49.17,65.05,-0.266
49.17,65.06,-0.266
49.17,65.08,-0.266
49.18,65.10,-0.266
49.18,65.11,-0.266
49.18,65.13,-0.266
49.18,65.15,-0.266
49.18,65.16,-0.266
49.18,65.18,-0.266
49.19,65.20,-0.266
49.19,65.21,-0.266
49.19,65.23,-0.266
49.19,65.25,-0.266
49.19,65.26,-0.266
49.19,65.28,-0.266
49.19,65.30,-0.266
49.20,65.31,-0.266
49.20,65.33,-0.266
49.20,65.35,-0.266
49.20,65.36,-0.266
49.20,65.38,-0.266
49.21,65.40,-0.266
49.21,65.41,-0.266
49.21,65.43,-0.266
49.21,65.45,-0.266
49.21,65.46,-0.266
49.21,65.48,-0.266
49.21,65.50,-0.266
49.22,65.51,-0.266
49.22,65.53,-0.266
49.22,65.55,-0.266
49.22,65.56,-0.266
49.22,65.58,-0.266
49.23,65.60,-0.266
49.23,65.61,-0.266
49.23,65.63,-0.266
49.23,65.65,-0.266
49.23,65.66,-0.266
49.23,65.68,-0.266
49.24,65.70,-0.266
49.24,65.71,-0.266
49.24,65.73,-0.266
49.24,65.75,-0.266
49.24,65.76,-0.266
49.24,65.78,-0.266
49.24,65.80,-0.266
49.25,65.81,-0.266
49.25,65.83,-0.266
49.25,65.85,-0.266
49.25,65.86,-0.266
49.25,65.88,-0.266
49.26,65.90,-0.266
49.26,65.91,-0.266
49.26,65.93,-0.266
49.26,65.95,-0.266
49.26,65.96,-0.266
49.26,65.98,-0.266
49.26,66.00,-0.266
49.27,66.01,-0.266
49.27,66.03,-0.266
49.27,66.05,-0.266
49.27,66.06,-0.266
49.27,66.08,-0.266
49.28,66.10,-0.266
49.28,66.11,-0.266
49.28,66.13,-0.266
49.28,66.15,-0.266
49.28,66.16,-0.266
49.28,66.18,-0.266
49.29,66.20,-0.266
49.29,66.21,-0.266
49.29,66.23,-0.266
49.29,66.25,-0.266
49.29,66.26,-0.266
49.29,66.28,-0.266
49.29,66.30,-0.266
49.30,66.31,-0.266
49.30,66.33,-0.266
49.30,66.35,-0.266
49.30,66.36,-0.266
49.30,66.38,-0.266
49.31,66.40,-0.266
49.31,66.41,-0.266
49.31,66.43,-0.266
49.31,66.45,-0.266
49.31,66.46,-0.266
49.31,66.48,-0.266
49.31,66.50,-0.266
49.32,66.51,-0.266
49.32,66.53,-0.266
49.32,66.55,-0.266
49.32,66.56,-0.266
49.32,66.58,-0.266
49.33,66.60,-0.266
49.33,66.61,-0.266
49.33,66.63,-0.266
49.33,66.65,-0.266
49.33,66.66,-0.266
49.33,66.68,-0.266
49.34,66.70,-0.266
49.34,66.71,-0.266
49.34,66.73,-0.266
49.34,66.75,-0.266
49.34,66.76,-0.266
49.34,66.78,-0.266
49.34,66.80,-0.266
49.35,66.81,-0.266
49.35,66.83,-0.266
49.35,66.85,-0.266
49.35,66.87,-0.266
49.35,66.88,-0.266
49.36,66.90,-0.266
49.36,66.91,-0.266
49.36,66.93,-0.266
49.36,66.95,-0.266
49.36,66.96,-0.266
49.36,66.98,-0.266
49.36,67.00,-0.266
49.37,67.01,-0.266
49.37,67.03,-0.266
49.37,67.05,-0.266
49.37,67.06,-0.266
49.37,67.08,-0.266
49.38,67.10,-0.266
49.38,67.12,-0.266
49.38,67.13,-0.266
49.38,67.15,-0.266
49.38,67.16,-0.266
49.38,67.18,-0.266
49.39,67.20,-0.266
49.39,67.21,-0.266
49.39,67.23,-0.266
49.39,67.25,-0.266
49.39,67.26,-0.266
49.39,67.28,-0.266
49.39,67.30,-0.266
49.40,67.31,-0.266
49.40,67.33,-0.266
49.40,67.35,-0.266
49.40,67.36,-0.266
49.40,67.38,-0.266
49.41,67.40,-0.266
49.41,67.41,-0.266
49.41,67.43,-0.266
49.41,67.45,-0.266
49.41,67.46,-0.266
49.41,67.48,-0.266
49.41,67.50,-0.266
49.42,67.52,-0.266
49.42,67.53,-0.266
49.42,67.55,-0.266
49.42,67.57,-0.266
49.42,67.58,-0.266
49.43,67.60,-0.265
49.43,67.61,-0.265
49.43,67.63,-0.265
49.43,67.65,-0.265
49.43,67.66,-0.265
49.43,67.68,-0.265
49.44,67.70,-0.265
49.44,67.72,-0.265
49.44,67.73,-0.265
49.44,67.75,-0.265
49.44,67.76,-0.265
49.44,67.78,-0.265
49.44,67.80,-0.265
49.45,67.82,-0.265
49.45,67.83,-0.265
49.45,67.85,-0.265
49.45,67.87,-0.265
49.45,67.88,-0.265
49.46,67.90,-0.265
49.46,67.92,-0.265
49.46,67.93,-0.265
49.46,67.95,-0.265
49.46,67.97,-0.265
49.46,67.98,-0.265
49.46,68.00,-0.265
49.47,68.01,-0.265
49.47,68.03,-0.265
49.47,68.05,-0.265
49.47,68.07,-0.265
49.47,68.08,-0.265
49.48,68.10,-0.265
49.48,68.12,-0.265
49.48,68.13,-0.265
49.48,68.15,-0.265
49.48,68.17,-0.265
49.48,68.18,-0.265
49.49,68.20,-0.265
49.49,68.22,-0.265
49.49,68.23,-0.265
49.49,68.25,-0.265
49.49,68.26,-0.265
49.49,68.28,-0.265
49.49,68.30,-0.265
49.50,68.32,-0.265
49.50,68.33,-0.265
49.50,68.35,-0.265
49.50,68.36,-0.265
49.50,68.38,-0.265
49.51,68.40,-0.265
49.51,68.41,-0.265
49.51,68.43,-0.265
49.51,68.45,-0.265
49.51,68.47,-0.265
49.51,68.48,-0.265
49.51,68.50,-0.265
49.52,68.51,-0.265
49.52,68.53,-0.265
49.52,68.55,-0.265
49.52,68.56,-0.265
49.52,68.58,-0.265
49.53,68.60,-0.265
49.53,68.61,-0.265
49.53,68.63,-0.265
49.53,68.65,-0.265
49.53,68.66,-0.265
49.53,68.68,-0.265
49.54,68.70,-0.265
49.54,68.71,-0.265
49.54,68.73,-0.265
49.54,68.75,-0.265
49.54,68.77,-0.265
49.54,68.78,-0.265
49.54,68.80,-0.265
49.55,68.81,-0.265
49.55,68.83,-0.265
49.55,68.85,-0.265
49.55,68.86,-0.265
49.55,68.88,-0.265
49.56,68.90,-0.265
49.56,68.91,-0.265
49.56,68.93,-0.265
49.56,68.95,-0.265
49.56,68.96,-0.265
49.56,68.98,-0.265
49.56,69.00,-0.265
49.57,69.01,-0.265
49.57,69.03,-0.265
49.57,69.05,-0.265
49.57,69.06,-0.265
49.57,69.08,-0.265
49.58,69.10,-0.265
49.58,69.11,-0.265
49.58,69.13,-0.265
49.58,69.15,-0.265
49.58,69.16,-0.265
49.58,69.18,-0.265
49.59,69.20,-0.265
49.59,69.21,-0.265
49.59,69.23,-0.265
49.59,69.25,-0.265
49.59,69.26,-0.265
49.59,69.28,-0.265
49.59,69.30,-0.265
49.60,69.31,-0.265
49.60,69.33,-0.265
49.60,69.35,-0.265
49.60,69.36,-0.265
49.60,69.38,-0.265
49.61,69.40,-0.265
49.61,69.41,-0.265
49.61,69.43,-0.265
49.61,69.45,-0.265
49.61,69.47,-0.265
49.61,69.48,-0.265
49.61,69.50,-0.265
49.62,69.51,-0.265
49.62,69.53,-0.265
49.62,69.55,-0.266
49.62,69.56,-0.266
49.62,69.58,-0.266
49.63,69.60,-0.266
49.63,69.62,-0.266
49.63,69.63,-0.266
49.63,69.65,-0.266
49.63,69.67,-0.266
49.63,69.68,-0.266
49.64,69.70,-0.266
49.64,69.72,-0.266
49.64,69.73,-0.266
49.64,69.75,-0.266
49.64,69.76,-0.266
49.64,69.78,-0.266
49.64,69.80,-0.266
49.65,69.81,-0.266
49.65,69.83,-0.266
49.65,69.85,-0.266
49.65,69.86,-0.266
49.65,69.88,-0.266
49.66,69.90,-0.266
49.66,69.92,-0.266
49.66,69.93,-0.266
49.66,69.95,-0.266
49.66,69.97,-0.266
49.66,69.98,-0.266
49.66,70.00,-0.266
49.67,70.02,-0.266
49.67,70.03,-0.266
49.67,70.05,-0.266
49.67,70.06,-0.266
49.67,70.08,-0.266
49.68,70.10,-0.266
49.68,70.11,-0.266
49.68,70.13,-0.266
49.68,70.15,-0.266
49.68,70.17,-0.266
49.68,70.18,-0.266
49.69,70.20,-0.266
49.69,70.22,-0.266
